"product","sub_product","issue","sub_issue","consumer_complaint_narrative","company_public_response","company","state","tags","consumer_consent_provided","submitted_via","date_sent_to_company","company_response_to_consumer","timely_response","consumer_disputed."
"Prepaid card","General purpose card","Unauthorized transactions/trans. issues","Blank","Yes","Company chooses not to provide a public response","Citibank","CA","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Nationstar Mortgage","MO","Blank","Blank","Phone","02","Closed with explanation","Yes","No"
"Credit card","Blank","Delinquent account","Blank","Yes","Blank","Synchrony Financial","NY","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Company chooses not to provide a public response","Citibank","NJ","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Blank","Company chooses not to provide a public response","Bank of America","AR","Older American","Consent not provided","Web","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Personal information","Blank","Blank","Equifax","MI","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","Discover","CA","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company chooses not to provide a public response","Wells Fargo & Company","NY","Blank","Blank","Phone","01","Closed with explanation","Yes","No"
"Money transfers","International money transfer","Money was not available when promised","Blank","Yes","Blank","JPMorgan Chase & Co.","CA","Blank","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Credit card","Blank","Closing/Cancelling account","Blank","Blank","Company chooses not to provide a public response","Citibank","CA","Blank","Blank","Postal mail","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NY","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Company chooses not to provide a public response","Experian","OH","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","Blank","Consent not provided","Web","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","IL","Servicemember","Blank","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Closing/Cancelling account","Blank","Yes","Company chooses not to provide a public response","Bank of America","NY","Blank","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting my free annual report","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Blank","Blank","Postal mail","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","GA","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Company chooses not to provide a public response","Wells Fargo & Company","KS","Older American","Blank","Phone","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Blank","Blank","Equifax","CA","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company believes complaint is the result of an isolated error","Ditech Financial LLC","MI","Blank","Blank","Phone","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Credit monitoring or identity protection","Billing dispute","Blank","Company chooses not to provide a public response","Experian","MA","Blank","Consent not provided","Web","02","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","OH","Blank","Blank","Web","02","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Account opening, closing, or management","Blank","Blank","Blank","JPMorgan Chase & Co.","TX","Older American","Consent not provided","Web","02","Closed with explanation","Yes","Yes"
"Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt is not mine","Yes","Blank","Capital One","TX","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Public record","Blank","Blank","Equifax","AR","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Blank","Blank","Nationstar Mortgage","CA","Blank","Other","Web","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Blank","Equifax","TN","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Rewards","Blank","Blank","Blank","Amex","NY","Blank","Consent not provided","Web","02","Closed with explanation","Yes","Yes"
"Credit card","Blank","Late fee","Blank","Blank","Blank","Capital One","TN","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Bank account or service","Other bank product/service","Deposits and withdrawals","Blank","Blank","Company chooses not to provide a public response","Bank of America","MD","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Nationstar Mortgage","LA","Blank","Blank","Referral","02","Closed","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Yes","Blank","Equifax","NJ","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","NY","Blank","Blank","Postal mail","01","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Other","Blank","Blank","Company believes it acted appropriately as authorized by contract or law","Ditech Financial LLC","FL","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Account opening, closing, or management","Blank","Blank","Company chooses not to provide a public response","Bank of America","NY","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Mortgage","Home equity loan or line of credit","Application, originator, mortgage broker","Blank","Yes","Company chooses not to provide a public response","Bank of America","CA","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Mortgage","Home equity loan or line of credit","Application, originator, mortgage broker","Blank","Yes","Company chooses not to provide a public response","Bank of America","CA","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Consumer Loan","Installment loan","Taking out the loan or lease","Blank","Yes","Blank","JPMorgan Chase & Co.","NC","Older American","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Yes","Company chooses not to provide a public response","Experian","TX","Older American, Servicemember","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Blank","Yes","Blank","Equifax","GA","Older American","Consent provided","Web","02","Closed with explanation","Yes","No"
